name,svg,lottie
Dancer-woman-5.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f483_1f3ff/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f483_1f3ff/lottie.json
Rose.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f339/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f339/lottie.json
Wilted-flower.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f940/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f940/lottie.json
Fallen-leaf.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f342/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f342/lottie.json
Plant.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f331/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f331/lottie.json
Luck.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f340/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f340/lottie.json
Snowflake.json,https://fonts.gstatic.com/s/e/notoemoji/latest/2744_fe0f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/2744_fe0f/lottie.json
Volcano.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f30b/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f30b/lottie.json
Sunrise.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f305/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f305/lottie.json
Sunrise-over-mountains.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f304/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f304/lottie.json
Rainbow.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f308/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f308/lottie.json
Wind-face.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f32c_fe0f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f32c_fe0f/lottie.json
Electricity.json,https://fonts.gstatic.com/s/e/notoemoji/latest/26a1/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/26a1/lottie.json
Dizzy.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f4ab/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f4ab/lottie.json
Comet.json,https://fonts.gstatic.com/s/e/notoemoji/latest/2604_fe0f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/2604_fe0f/lottie.json
Globe-showing-europe-africa.json,https://fonts.gstatic.com/s/e/notoemoji/latest/1f30d/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f30d/lottie.json
